,final_move,init_move,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,1,0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,1,0,0,1,3
1,2,1,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,1,0,0,1,3
2,0,2,0.3333333333333333,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444,0.0,0,0,1,1,3
3,1,2,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0,0,1,1,3
4,0,1,0.4444444444444444,0.3333333333333333,0.0,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.4444444444444444,0.0,0,0,1,1,3
5,0,1,0.375,0.25,0.0,0.125,0.25,0.0,0.375,0.25,0.0,0,1,0,1,3
6,0,2,0.4444444444444444,0.0,0.0,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.0,0,0,1,1,3
7,0,2,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0,0,2,2,3
8,1,0,0.1111111111111111,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0,0,2,2,3
9,2,0,0.1111111111111111,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.0,0.2222222222222222,0.3333333333333333,0.0,1,0,1,2,3
10,2,1,0.625,0.5,0.25,0.375,0.125,0.625,0.0,0.0,0.0,0,1,0,1,3
11,0,2,0.625,0.5,0.0,0.375,0.125,0.625,0.25,0.0,0.0,0,1,0,1,3
12,1,2,0.625,0.5,0.0,0.375,0.125,0.0,0.25,0.625,0.0,0,0,1,1,3
13,1,2,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0,0,1,1,3
14,1,2,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0,0,2,2,3
15,0,1,0.8571428571428571,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0,0,2,2,3
16,2,1,0.8571428571428571,0.2857142857142857,0.0,0.14285714285714285,0.7142857142857143,0.0,0.42857142857142855,0.5714285714285714,0.0,0,1,1,2,3
17,0,1,0.5555555555555556,0.4444444444444444,0.0,0.1111111111111111,0.3333333333333333,0.0,0.5555555555555556,0.2222222222222222,0.0,0,1,0,1,3
18,0,2,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.0,0,0,1,1,3
19,0,1,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,0.0,0,1,0,1,3
20,0,2,0.5,0.5,0.0,0.25,0.125,0.0,0.125,0.375,0.0,0,0,1,1,3
21,0,2,0.375,0.375,0.0,0.25,0.25,0.0,0.125,0.25,0.0,0,0,1,1,3
22,0,1,0.7142857142857143,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,1,0,1,3
23,0,1,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,2,0,2,3
24,2,0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.0,0,2,0,2,3
25,2,0,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.0,0.0,1,2,0,3,3
26,1,2,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.0,0.2857142857142857,0.7142857142857143,0.0,1,1,1,3,3
27,0,2,0.8333333333333334,0.6666666666666666,0.0,0.5,0.3333333333333333,0.0,0.16666666666666666,0.6666666666666666,0.0,0,0,1,1,3
28,1,2,0.625,0.375,0.125,0.5,0.0,0.0,0.25,0.5,0.0,0,0,1,1,3
29,0,1,0.625,0.375,0.0,0.5,0.125,0.0,0.25,0.5,0.0,0,0,1,1,3
30,2,1,0.2222222222222222,0.1111111111111111,0.0,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.0,0.0,0,1,0,1,3
31,2,0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,1,1,0,2,3
32,1,2,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.0,0.5555555555555556,0.0,0.0,1,0,0,1,3
33,0,2,0.2222222222222222,0.1111111111111111,0.0,0.4444444444444444,0.3333333333333333,0.0,0.5555555555555556,0.6666666666666666,0.0,0,0,1,1,3
34,0,2,0.5555555555555556,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0,0,1,1,3
35,0,1,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.4444444444444444,0,1,1,2,3
36,2,0,0.4444444444444444,0.0,0.0,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.0,0,1,0,1,3
37,1,0,0.4444444444444444,0.5555555555555556,0.0,0.3333333333333333,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.0,1,0,0,1,3
38,1,2,0.4444444444444444,0.1111111111111111,0.0,0.5555555555555556,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0,0,1,1,3
39,1,0,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,0,1,2,3
40,2,1,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,1,0,0,1,3
41,0,1,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.5555555555555556,0.0,0.3333333333333333,0.1111111111111111,0.0,0,1,0,1,3
42,1,0,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,1,0,0,1,3
43,2,1,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,1,0,0,1,3
44,0,1,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,0.5555555555555556,0.0,0.3333333333333333,0.2222222222222222,0.0,0,1,0,1,3
45,1,0,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,1,0,0,1,3
46,2,1,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,1,0,0,1,3
47,0,2,0.4444444444444444,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,0.0,0.3333333333333333,0.5555555555555556,0.0,0,0,1,1,3
48,0,1,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,0.0,0,1,0,1,3
49,2,1,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0,1,0,1,3
50,0,2,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0,1,0,1,3
51,0,2,0.2857142857142857,0.0,0.0,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0,1,1,2,3
52,1,0,0.2857142857142857,0.42857142857142855,0.0,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,1,0,1,2,3
53,0,1,0.625,0.5,0.0,0.125,0.375,0.0,0.25,0.125,0.0,0,1,0,1,3
54,0,2,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.4444444444444444,0,0,1,1,3
