95,92,41,29,25,22,5,58,49,44,38,25,1,31,91,64,44,0,0,0,0,95,76,72,48,41,28,5,23,0,0,0,0,0,0,0,1,0,0,0,7,7,3,7,1,5,31,44,5,23
95,92,41,29,25,22,5,58,49,44,38,25,1,31,91,64,0,0,0,0,0,95,76,72,48,41,28,5,23,44,0,0,0,0,0,0,1,0,0,1,7,7,2,7,2,5,31,64,5,44
95,92,41,29,25,22,5,58,49,44,38,25,1,0,91,64,31,0,0,0,0,95,76,72,48,41,28,5,23,44,0,0,0,0,0,0,0,0,0,1,7,6,3,7,2,5,1,31,5,44
95,92,41,29,25,22,5,58,49,44,38,25,1,0,91,64,0,0,0,0,0,95,76,72,48,41,28,5,23,44,31,0,0,0,0,0,0,0,0,2,7,6,2,7,3,5,1,64,5,31
95,92,41,29,25,22,5,58,49,44,38,25,1,64,91,0,0,0,0,0,0,95,76,72,48,41,28,5,23,44,31,0,0,0,0,0,1,0,0,2,7,7,1,7,3,5,64,91,5,31
95,92,41,29,25,22,5,58,49,44,38,25,1,64,0,0,0,0,0,0,0,95,76,72,48,41,28,5,23,44,31,91,0,0,0,0,1,0,0,3,7,7,0,7,4,5,64,0,5,91
95,92,41,29,25,22,5,58,49,44,38,25,1,64,5,0,0,0,0,0,0,95,76,72,48,41,28,0,23,44,31,91,0,0,0,0,1,0,0,3,7,7,1,6,4,5,64,5,28,91
95,92,41,29,25,22,5,58,49,44,38,25,1,0,5,64,0,0,0,0,0,95,76,72,48,41,28,0,23,44,31,91,0,0,0,0,0,1,0,3,7,6,2,6,4,5,1,64,28,91
95,92,41,29,25,22,5,58,49,44,38,25,1,0,5,64,28,0,0,0,0,95,76,72,48,41,0,0,23,44,31,91,0,0,0,0,0,2,0,3,7,6,3,5,4,5,1,28,41,91
95,92,41,29,25,22,5,58,49,44,38,25,1,0,5,64,28,41,0,0,0,95,76,72,48,0,0,0,23,44,31,91,0,0,0,0,0,3,0,3,7,6,4,4,4,5,1,41,48,91
95,92,41,29,25,22,5,58,49,44,38,25,1,0,5,64,28,41,0,0,0,95,76,72,0,0,0,0,23,44,31,91,48,0,0,0,0,3,0,4,7,6,4,3,5,5,1,41,72,48
95,92,41,29,25,22,5,58,49,44,38,25,0,0,5,64,28,41,1,0,0,95,76,72,0,0,0,0,23,44,31,91,48,0,0,0,0,4,0,4,7,5,5,3,5,5,25,1,72,48
95,92,41,29,25,22,5,58,49,44,38,25,0,0,5,64,28,41,1,72,0,95,76,0,0,0,0,0,23,44,31,91,48,0,0,0,0,5,0,4,7,5,6,2,5,5,25,72,76,48
95,92,41,29,25,22,5,58,49,44,38,25,0,0,5,64,28,41,1,72,0,95,0,0,0,0,0,0,23,44,31,91,48,76,0,0,0,5,0,5,7,5,6,1,6,5,25,72,95,76
95,92,41,29,25,22,5,58,49,44,38,25,0,0,5,64,28,41,1,72,95,0,0,0,0,0,0,0,23,44,31,91,48,76,0,0,0,6,0,5,7,5,7,0,6,5,25,95,0,76
95,92,41,29,25,22,5,58,49,44,38,0,0,0,5,64,28,41,1,72,95,25,0,0,0,0,0,0,23,44,31,91,48,76,0,0,0,6,0,5,7,4,7,1,6,5,38,95,25,76
95,92,41,29,25,22,5,58,49,44,0,0,0,0,5,64,28,41,1,72,95,25,38,0,0,0,0,0,23,44,31,91,48,76,0,0,0,6,1,5,7,3,7,2,6,5,44,95,38,76
95,92,41,29,25,22,5,58,49,44,0,0,0,0,5,64,28,41,1,72,95,25,38,76,0,0,0,0,23,44,31,91,48,0,0,0,0,6,2,4,7,3,7,3,5,5,44,95,76,48
95,92,41,29,25,22,5,58,49,0,0,0,0,0,5,64,28,41,1,72,95,25,38,76,0,0,0,0,23,44,31,91,48,44,0,0,0,6,2,5,7,2,7,3,6,5,49,95,76,44
95,92,41,29,25,22,5,58,0,0,0,0,0,0,5,64,28,41,1,72,95,25,38,76,0,0,0,0,23,44,31,91,48,44,49,0,0,6,2,6,7,1,7,3,7,5,58,95,76,49
95,92,41,29,25,22,5,58,0,0,0,0,0,0,5,64,28,41,1,72,0,25,38,76,95,0,0,0,23,44,31,91,48,44,49,0,0,5,3,6,7,1,6,4,7,5,58,72,95,49
95,92,41,29,25,22,0,58,0,0,0,0,0,0,5,64,28,41,1,72,5,25,38,76,95,0,0,0,23,44,31,91,48,44,49,0,0,6,3,6,6,1,7,4,7,22,58,5,95,49
95,92,41,29,25,0,0,58,22,0,0,0,0,0,5,64,28,41,1,72,5,25,38,76,95,0,0,0,23,44,31,91,48,44,49,0,0,6,3,6,5,2,7,4,7,25,22,5,95,49
