98,90,72,71,64,62,54,99,82,73,71,63,60,51,12,7,8,0,0,0,0,94,84,81,40,19,0,0,82,20,7,0,0,0,0,7,7,2,5,3,7,7,3,5,3,54,51,8,19,7
98,90,72,71,64,62,54,99,82,73,71,63,60,51,12,7,8,19,0,0,0,94,84,81,40,0,0,0,82,20,7,0,0,0,0,7,7,2,4,3,7,7,4,4,3,54,51,19,40,7
98,90,72,71,64,62,54,99,82,73,71,63,60,0,12,7,8,19,0,0,0,94,84,81,40,0,0,0,82,20,7,51,0,0,0,7,6,2,4,3,7,6,4,4,4,54,60,19,40,51
98,90,72,71,64,62,54,99,82,73,71,63,0,0,12,7,8,19,0,0,0,94,84,81,40,60,0,0,82,20,7,51,0,0,0,7,5,2,4,3,7,5,4,5,4,54,63,19,60,51
98,90,72,71,64,62,54,99,82,73,71,0,0,0,12,7,8,19,63,0,0,94,84,81,40,60,0,0,82,20,7,51,0,0,0,7,4,2,4,3,7,4,5,5,4,54,71,63,60,51
98,90,72,71,64,62,54,99,82,73,0,0,0,0,12,7,8,19,63,0,0,94,84,81,40,60,0,0,82,20,7,51,71,0,0,7,3,2,4,3,7,3,5,5,5,54,73,63,60,71
98,90,72,71,64,62,54,99,82,0,0,0,0,0,12,7,8,19,63,0,0,94,84,81,40,60,73,0,82,20,7,51,71,0,0,7,2,2,4,3,7,2,5,6,5,54,82,63,73,71
98,90,72,71,64,62,54,99,0,0,0,0,0,0,12,7,8,19,63,0,0,94,84,81,40,60,73,0,82,20,7,51,71,82,0,7,1,2,4,3,7,1,5,6,6,54,99,63,73,82
98,90,72,71,64,62,54,0,0,0,0,0,0,0,12,7,8,19,63,0,0,94,84,81,40,60,73,0,82,20,7,51,71,82,99,7,0,2,4,3,7,0,5,6,7,54,99,63,73,99
98,90,72,71,64,62,0,54,0,0,0,0,0,0,12,7,8,19,63,0,0,94,84,81,40,60,73,0,82,20,7,51,71,82,99,6,1,2,4,3,6,1,5,6,7,62,54,63,73,99
98,90,72,71,64,62,0,54,99,0,0,0,0,0,12,7,8,19,63,0,0,94,84,81,40,60,73,0,82,20,7,51,71,82,0,6,1,2,4,3,6,2,5,6,6,62,99,63,73,82
98,90,72,71,64,0,0,54,99,0,0,0,0,0,12,7,8,19,63,62,0,94,84,81,40,60,73,0,82,20,7,51,71,82,0,5,1,2,4,3,5,2,6,6,6,64,99,62,73,82
98,90,72,71,0,0,0,54,99,64,0,0,0,0,12,7,8,19,63,62,0,94,84,81,40,60,73,0,82,20,7,51,71,82,0,4,1,2,4,3,4,3,6,6,6,71,64,62,73,82
98,90,72,0,0,0,0,54,99,64,0,0,0,0,12,7,8,19,63,62,71,94,84,81,40,60,73,0,82,20,7,51,71,82,0,3,1,2,4,3,3,3,7,6,6,72,64,71,73,82
98,90,72,0,0,0,0,54,99,64,73,0,0,0,12,7,8,19,63,62,71,94,84,81,40,60,0,0,82,20,7,51,71,82,0,3,1,2,4,3,3,4,7,5,6,72,73,71,60,82
98,90,0,0,0,0,0,54,99,64,73,72,0,0,12,7,8,19,63,62,71,94,84,81,40,60,0,0,82,20,7,51,71,82,0,2,1,2,4,3,2,5,7,5,6,90,72,71,60,82
98,0,0,0,0,0,0,54,99,64,73,72,90,0,12,7,8,19,63,62,71,94,84,81,40,60,0,0,82,20,7,51,71,82,0,1,1,2,4,3,1,6,7,5,6,98,90,71,60,82
0,0,0,0,0,0,0,54,99,64,73,72,90,98,12,7,8,19,63,62,71,94,84,81,40,60,0,0,82,20,7,51,71,82,0,0,1,2,4,3,0,7,7,5,6,99,98,71,60,82
60,0,0,0,0,0,0,54,99,64,73,72,90,98,12,7,8,19,63,62,71,94,84,81,40,0,0,0,82,20,7,51,71,82,0,1,1,2,4,3,1,7,7,4,6,60,98,71,40,82
60,82,0,0,0,0,0,54,99,64,73,72,90,98,12,7,8,19,63,62,71,94,84,81,40,0,0,0,82,20,7,51,71,0,0,1,1,2,4,3,2,7,7,4,5,82,98,71,40,71
60,82,98,0,0,0,0,54,99,64,73,72,90,0,12,7,8,19,63,62,71,94,84,81,40,0,0,0,82,20,7,51,71,0,0,1,1,2,4,3,3,6,7,4,5,98,90,71,40,71
60,82,98,90,0,0,0,54,99,64,73,72,0,0,12,7,8,19,63,62,71,94,84,81,40,0,0,0,82,20,7,51,71,0,0,1,1,2,4,3,4,5,7,4,5,90,72,71,40,71
